name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Mistral | mistralai/mistral-saba-2502,,32768,0.0000002,0.0000006,96.5665,306
Groq | mistralai/mistral-saba-2502,32768.0,32768,0.00000079,0.00000079,N/A,N/A
