name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
DeepInfra | mistralai/mixtral-8x7b-instruct,16384,32768,0.00000008,0.00000024,103.2885,235
Together | mistralai/mixtral-8x7b-instruct,2048,32768,0.0000006,0.0000006,100.847,312
