name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
DeepInfra | sao10k/l3-lunaris-8b,,8192,0.00000002,0.00000005,72.104,178
Novita | sao10k/l3-lunaris-8b,32000.0,8192,0.00000005,0.00000005,74.282,930
