name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Infermatic | anthracite-org/magnum-v2-72b,,32768,0.000003,0.000003,N/A,N/A
Featherless | anthracite-org/magnum-v2-72b,4096.0,16384,0.000004,0.000006,N/A,N/A
