name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Hyperbolic | meta-llama/llama-3.1-405b,,32768,0.000002,0.000002,N/A,N/A
Hyperbolic | meta-llama/llama-3.1-405b,32768.0,32768,0.000004,0.000004,12.809,606
