name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
OpenAI | openai/gpt-4o,16384,128000,0.0000025,0.00001,54.7615,531
Azure | openai/gpt-4o,16384,128000,0.0000025,0.00001,205.128,1158
