name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Mancer 2 | neversleep/llama-3.1-lumimaid-70b,2048,16384,0.0000025,0.000003,16.7085,793.5
Featherless | neversleep/llama-3.1-lumimaid-70b,4096,16384,0.000004,0.000006,13.8695,2508.5
