name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Hyperbolic | mistralai/pixtral-12b,,32768,0.0000001,0.0000001,286.3635,1096.0
Mistral | mistralai/pixtral-12b,,32768,0.00000015,0.00000015,32.8695,2434.5
