name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
OpenAI | openai/gpt-4o-2024-05-13,4096,128000,0.000005,0.000015,93.023,737
Azure | openai/gpt-4o-2024-05-13,4096,128000,0.000005,0.000015,127.147,1795
