name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
xAI | x-ai/grok-3-mini-beta,,131072,0.0000003,0.0000005,180.319,290.0
xAI | x-ai/grok-3-mini-beta,,131072,0.0000006,0.000004,191.521,273.5
