name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Minimax | minimax/minimax-m1,40000,1000000,0.0000003,0.00000165,37.152,1722.5
Novita | minimax/minimax-m1,40000,128000,0.00000055,0.0000022,42.429,1012.0
