name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Google | google/gemini-flash-1.5,8192,1000000,0.000000075,0.0000003,134.831,388
Google AI Studio | google/gemini-flash-1.5,8192,1000000,0.000000075,0.0000003,154.694,353
