name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Azure | openai/gpt-4o-2024-08-06,16384,128000,0.0000025,0.00001,330.357,696.0
OpenAI | openai/gpt-4o-2024-08-06,16384,128000,0.0000025,0.00001,76.9315,474.5
