name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Nineteen | deepseek/deepseek-r1-0528-qwen3-8b,,32000,0.00000001,0.00000002,306.15,862.5
Parasail | deepseek/deepseek-r1-0528-qwen3-8b,131072.0,131072,0.00000005,0.0000001,135.014,405.0
Novita | deepseek/deepseek-r1-0528-qwen3-8b,32000.0,128000,0.00000006,0.00000009,88.279,1227.5
