name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Cloudflare | mistralai/mistral-7b-instruct-v0.1,,2824,0.00000011,0.00000019,15.756,701
Together | mistralai/mistral-7b-instruct-v0.1,2048.0,32768,0.0000002,0.0000002,219.959,2624
