name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
NextBit | thedrummer/unslopnemo-12b,,32768,0.0000004,0.0000004,48.567,1528.0
Enfer | thedrummer/unslopnemo-12b,32000.0,32000,0.00000045,0.00000045,53.6955,1170.0
Infermatic | thedrummer/unslopnemo-12b,,32000,0.0000005,0.0000005,100.24,540.5
