name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Google AI Studio | google/gemini-2.0-flash-001,8192,1048576,0.0000001,0.0000004,173.913,515
Google | google/gemini-2.0-flash-001,8192,1000000,0.00000015,0.0000006,164.1085,523
