name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Anthropic | anthropic/claude-3.5-sonnet-20240620,8192,200000,0.000003,0.000015,68.896,1844
Google | anthropic/claude-3.5-sonnet-20240620,8192,200000,0.000003,0.000015,N/A,N/A
