name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
OpenAI | openai/gpt-3.5-turbo-16k,4096,16385,0.000003,0.000004,184.718,296
Azure | openai/gpt-3.5-turbo-16k,4096,16385,0.000003,0.000004,N/A,N/A
