name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Google | google/gemini-2.5-pro,65536,1048576,0.00000125,0.00001,76.6095,2751
Google AI Studio | google/gemini-2.5-pro,65536,1048576,0.00000125,0.00001,61.3545,2905
