name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Google | google/gemini-pro-1.5,8192,2000000,0.00000125,0.000005,60.203,1468.5
Google AI Studio | google/gemini-pro-1.5,8192,2000000,0.00000125,0.000005,69.651,3325.0
