name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
DeepInfra | microsoft/phi-4,16384.0,16384,0.00000007,0.00000014,34.802,500
Nebius | microsoft/phi-4,,16384,0.0000001,0.0000003,123.01,282
