name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
xAI | x-ai/grok-3-mini,,131072,0.0000003,0.0000005,182.7615,304.5
xAI | x-ai/grok-3-mini,,131072,0.0000006,0.000004,195.61,9801.0
