name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Google | google/gemini-2.0-flash-lite-001,8192,1048576,0.000000075,0.0000003,185.934,488
Google AI Studio | google/gemini-2.0-flash-lite-001,8192,1048576,0.000000075,0.0000003,133.4765,336
