name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
OpenAI | openai/gpt-4o-mini,16384,128000,0.00000015,0.0000006,74.8,327.0
Azure | openai/gpt-4o-mini,16384,128000,0.00000015,0.0000006,116.7755,1232.5
