name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Hyperbolic | qwen/qwen-2-vl-7b-instruct,,32768,0.0000002,0.0000002,177.977,633
InferenceNet | qwen/qwen-2-vl-7b-instruct,8192.0,128000,0.0000002,0.0000002,68.396,562
Kluster | qwen/qwen-2-vl-7b-instruct,32768.0,32768,0.0000003,0.0000003,N/A,N/A
