name,max_completion_tokens,context_length,pricing_prompt,pricing_completion,p50_throughput,p50_latency
Lambda | nousresearch/hermes-2-pro-llama-3-8b,131072,131072,0.000000025,0.00000004,150.489,274
Novita | nousresearch/hermes-2-pro-llama-3-8b,8192,8192,0.00000014,0.00000014,138.606,884
